,Airline,Source,Destination,Total_Stops,Price,Date,Month
5382,Jet Airways,Banglore,Delhi,non-stop,7229,3,4
5383,IndiGo,Banglore,Delhi,non-stop,3943,15,6
5384,Air India,Banglore,New Delhi,3 stops,14195,6,3
5385,Jet Airways,Delhi,Cochin,2 stops,13292,15,6
5386,IndiGo,Kolkata,Banglore,non-stop,4174,3,4
5387,Jet Airways,Banglore,New Delhi,1 stop,16736,6,3
5388,Jet Airways,Banglore,Delhi,non-stop,5198,12,5
5389,Multiple carriers,Delhi,Cochin,1 stop,15058,3,6
5390,IndiGo,Delhi,Cochin,1 stop,5073,3,4
5391,Multiple carriers,Delhi,Cochin,1 stop,10197,15,5
5392,SpiceJet,Chennai,Kolkata,non-stop,3543,27,6
5393,Jet Airways,Banglore,Delhi,non-stop,7229,27,6
5394,Air India,Delhi,Cochin,2 stops,10966,1,6
5395,Jet Airways,Kolkata,Banglore,1 stop,11134,24,3
5396,Air Asia,Kolkata,Banglore,non-stop,3807,6,4
5397,Air India,Banglore,Delhi,non-stop,5228,6,5
5398,IndiGo,Chennai,Kolkata,non-stop,3597,12,6
5399,Air Asia,Banglore,Delhi,non-stop,4483,18,5
5400,Jet Airways,Delhi,Cochin,1 stop,10262,24,6
5401,SpiceJet,Delhi,Cochin,1 stop,5158,6,6
5402,Air India,Banglore,New Delhi,1 stop,6010,21,3
5403,Jet Airways,Delhi,Cochin,2 stops,13376,12,6
5404,Jet Airways,Delhi,Cochin,2 stops,11543,21,3
5405,Multiple carriers,Delhi,Cochin,1 stop,15342,6,3
5406,SpiceJet,Banglore,New Delhi,non-stop,6309,15,3
5407,Vistara,Banglore,Delhi,non-stop,5823,24,5
5408,SpiceJet,Kolkata,Banglore,non-stop,3873,1,6
5409,Jet Airways,Delhi,Cochin,1 stop,12898,27,5
5410,IndiGo,Delhi,Cochin,1 stop,6979,15,5
5411,Air India,Kolkata,Banglore,2 stops,13437,12,5
5412,Jet Airways,Delhi,Cochin,1 stop,6017,27,3
5413,Jet Airways,Delhi,Cochin,1 stop,14053,21,3
5414,IndiGo,Chennai,Kolkata,non-stop,7295,6,3
5415,Jet Airways,Kolkata,Banglore,1 stop,13044,12,6
5416,Jet Airways,Banglore,Delhi,non-stop,4030,3,5
5417,Air India,Banglore,New Delhi,2 stops,13942,6,3
5418,Jet Airways,Kolkata,Banglore,1 stop,14781,12,5
5419,SpiceJet,Banglore,New Delhi,non-stop,3579,24,3
5420,IndiGo,Delhi,Cochin,1 stop,5530,27,5
5421,Jet Airways,Kolkata,Banglore,1 stop,10844,12,5
5422,Air India,Delhi,Cochin,1 stop,8372,6,6
5423,Jet Airways,Delhi,Cochin,1 stop,16289,9,3
5424,Air India,Delhi,Cochin,2 stops,11701,6,5
5425,Multiple carriers Premium economy,Delhi,Cochin,1 stop,11269,21,3
5426,Multiple carriers,Delhi,Cochin,1 stop,9385,18,5
5427,Jet Airways,Kolkata,Banglore,1 stop,14151,24,5
5428,Jet Airways,Banglore,Delhi,non-stop,4544,9,4
5429,Jet Airways,Banglore,New Delhi,1 stop,11087,12,3
5430,IndiGo,Kolkata,Banglore,non-stop,5224,3,6
5431,IndiGo,Kolkata,Banglore,non-stop,4804,27,6
5432,Air India,Mumbai,Hyderabad,1 stop,6901,12,3
5433,Multiple carriers,Delhi,Cochin,1 stop,5999,21,3
5434,Vistara,Banglore,Delhi,non-stop,5403,9,4
5435,Jet Airways,Delhi,Cochin,2 stops,13014,12,6
5436,Jet Airways,Mumbai,Hyderabad,non-stop,4995,6,5
5437,Jet Airways,Kolkata,Banglore,1 stop,13941,21,5
5438,Jet Airways,Delhi,Cochin,2 stops,11507,3,6
5439,Multiple carriers,Delhi,Cochin,1 stop,12192,15,6
5440,Multiple carriers,Delhi,Cochin,1 stop,7198,27,5
5441,IndiGo,Delhi,Cochin,non-stop,5000,21,6
5442,SpiceJet,Kolkata,Banglore,non-stop,3841,3,4
5443,Jet Airways,Delhi,Cochin,1 stop,12347,21,3
5444,Vistara,Chennai,Kolkata,non-stop,11982,15,6
5445,Jet Airways,Banglore,New Delhi,1 stop,16736,6,3
5446,IndiGo,Kolkata,Banglore,non-stop,4174,15,4
5447,SpiceJet,Kolkata,Banglore,non-stop,3841,27,6
5448,Jet Airways,Delhi,Cochin,1 stop,17024,6,3
5449,IndiGo,Banglore,Delhi,non-stop,3943,24,5
5450,IndiGo,Delhi,Cochin,1 stop,6442,3,6
5451,Air India,Delhi,Cochin,2 stops,11762,9,3
5452,SpiceJet,Kolkata,Banglore,non-stop,4174,24,4
5453,IndiGo,Kolkata,Banglore,non-stop,4804,18,6
5454,Multiple carriers,Delhi,Cochin,1 stop,13377,6,6
5455,Jet Airways,Banglore,Delhi,non-stop,7229,1,4
5456,IndiGo,Banglore,New Delhi,non-stop,8855,15,3
5457,Multiple carriers,Delhi,Cochin,1 stop,7741,27,6
5458,Jet Airways,Banglore,New Delhi,1 stop,22270,1,3
5459,Multiple carriers,Delhi,Cochin,1 stop,7740,3,6
5460,Air India,Kolkata,Banglore,2 stops,14960,9,6
5461,Jet Airways,Delhi,Cochin,1 stop,12032,27,3
5462,Air India,Mumbai,Hyderabad,non-stop,5462,6,3
5463,Jet Airways,Delhi,Cochin,1 stop,12347,21,3
5464,Air India,Chennai,Kolkata,non-stop,3145,27,3
5465,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
5466,IndiGo,Kolkata,Banglore,non-stop,4804,21,6
5467,IndiGo,Delhi,Cochin,1 stop,10482,9,3
5468,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
5469,Multiple carriers,Delhi,Cochin,1 stop,10478,3,3
5470,Jet Airways,Delhi,Cochin,2 stops,13029,18,5
5471,Air India,Delhi,Cochin,1 stop,6482,21,3
5472,Jet Airways,Delhi,Cochin,1 stop,15554,18,5
5473,Multiple carriers,Delhi,Cochin,1 stop,11789,12,6
5474,IndiGo,Kolkata,Banglore,1 stop,9413,24,3
5475,Air India,Kolkata,Banglore,1 stop,7662,9,6
5476,Multiple carriers,Delhi,Cochin,1 stop,7888,21,5
5477,Air Asia,Kolkata,Banglore,1 stop,5192,15,5
5478,Multiple carriers,Delhi,Cochin,1 stop,6007,24,6
5479,Jet Airways,Delhi,Cochin,1 stop,12898,27,5
5480,Air India,Banglore,New Delhi,2 stops,11885,18,3
5481,Vistara,Kolkata,Banglore,1 stop,14360,24,3
5482,Air India,Kolkata,Banglore,2 stops,14330,12,5
5483,Multiple carriers,Delhi,Cochin,1 stop,6076,27,3
5484,SpiceJet,Kolkata,Banglore,non-stop,4622,1,3
5485,Jet Airways,Kolkata,Banglore,1 stop,14388,9,5
5486,Multiple carriers,Delhi,Cochin,1 stop,9794,21,5
5487,IndiGo,Kolkata,Banglore,non-stop,4804,3,6
5488,Jet Airways,Kolkata,Banglore,1 stop,9663,9,5
5489,GoAir,Delhi,Cochin,1 stop,5842,9,5
5490,Multiple carriers,Delhi,Cochin,1 stop,15603,3,3
5491,IndiGo,Kolkata,Banglore,non-stop,5618,3,3
5492,IndiGo,Kolkata,Banglore,non-stop,6565,3,3
5493,SpiceJet,Delhi,Cochin,1 stop,5221,15,4
5494,Jet Airways,Delhi,Cochin,2 stops,10368,27,6
5495,Air India,Delhi,Cochin,1 stop,7480,24,6
5496,Jet Airways,Delhi,Cochin,2 stops,13882,12,6
5497,IndiGo,Delhi,Cochin,1 stop,6442,24,6
5498,IndiGo,Banglore,Delhi,non-stop,4823,24,6
5499,SpiceJet,Kolkata,Banglore,non-stop,3873,21,5
5500,Jet Airways,Kolkata,Banglore,1 stop,12121,1,5
5501,IndiGo,Banglore,Delhi,non-stop,4423,27,4
5502,Air India,Kolkata,Banglore,non-stop,5510,24,6
5503,Jet Airways,Banglore,Delhi,non-stop,7229,6,4
5504,Jet Airways,Delhi,Cochin,1 stop,10577,9,6
5505,Jet Airways,Mumbai,Hyderabad,non-stop,8040,27,3
5506,Jet Airways,Delhi,Cochin,1 stop,14714,3,6
5507,Jet Airways,Banglore,Delhi,non-stop,7229,9,6
5508,Multiple carriers,Delhi,Cochin,2 stops,6653,21,3
5509,IndiGo,Delhi,Cochin,1 stop,6442,24,6
5510,IndiGo,Kolkata,Banglore,non-stop,4804,12,5
5511,Air India,Delhi,Cochin,2 stops,9417,9,5
5512,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
5513,Jet Airways,Banglore,Delhi,non-stop,7229,12,5
5514,Jet Airways,Delhi,Cochin,1 stop,15400,6,3
5515,IndiGo,Delhi,Cochin,1 stop,6416,15,6
5516,Air India,Banglore,Delhi,non-stop,5176,3,4
5517,IndiGo,Delhi,Cochin,1 stop,9264,21,3
5518,Multiple carriers,Delhi,Cochin,1 stop,13587,6,6
5519,SpiceJet,Chennai,Kolkata,non-stop,3597,1,5
5520,Air Asia,Banglore,Delhi,non-stop,4282,27,4
5521,Jet Airways,Mumbai,Hyderabad,non-stop,4995,27,6
5522,IndiGo,Kolkata,Banglore,non-stop,4804,1,6
5523,Jet Airways,Kolkata,Banglore,1 stop,10844,6,5
5524,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
5525,Jet Airways,Kolkata,Banglore,1 stop,14571,6,6
5526,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
5527,Jet Airways,Kolkata,Banglore,1 stop,11467,1,4
5528,Jet Airways,Kolkata,Banglore,1 stop,10953,9,5
5529,IndiGo,Kolkata,Banglore,non-stop,4148,9,3
5530,SpiceJet,Kolkata,Banglore,non-stop,3873,9,5
5531,IndiGo,Banglore,Delhi,non-stop,3943,27,4
5532,Air Asia,Delhi,Cochin,1 stop,6151,27,3
5533,Vistara,Mumbai,Hyderabad,1 stop,12080,12,3
5534,Jet Airways,Kolkata,Banglore,1 stop,13584,9,5
5535,IndiGo,Delhi,Cochin,1 stop,6979,6,5
5536,Air Asia,Banglore,New Delhi,non-stop,4482,9,3
5537,IndiGo,Kolkata,Banglore,1 stop,6284,1,4
5538,IndiGo,Kolkata,Banglore,1 stop,4226,24,5
5539,IndiGo,Delhi,Cochin,1 stop,6442,9,3
5540,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
5541,Jet Airways,Banglore,New Delhi,1 stop,11297,12,3
5542,Air India,Kolkata,Banglore,2 stops,14083,24,5
5543,Jet Airways,Delhi,Cochin,non-stop,7202,3,6
5544,Multiple carriers,Delhi,Cochin,1 stop,11667,21,3
5545,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
5546,Air India,Banglore,New Delhi,1 stop,5932,15,3
5547,Multiple carriers,Delhi,Cochin,1 stop,9001,24,6
5548,Jet Airways,Kolkata,Banglore,1 stop,13469,6,6
5549,IndiGo,Mumbai,Hyderabad,non-stop,2227,15,6
5550,IndiGo,Delhi,Cochin,1 stop,5636,15,5
5551,Multiple carriers,Delhi,Cochin,2 stops,15965,6,6
5552,IndiGo,Delhi,Cochin,1 stop,5054,24,6
5553,Multiple carriers,Delhi,Cochin,1 stop,5999,21,3
5554,IndiGo,Banglore,Delhi,non-stop,4823,1,5
5555,SpiceJet,Kolkata,Banglore,1 stop,8479,12,6
5556,Vistara,Kolkata,Banglore,1 stop,8452,15,5
5557,Jet Airways,Delhi,Cochin,1 stop,14924,3,6
5558,Air India,Delhi,Cochin,2 stops,10441,3,6
5559,Multiple carriers,Delhi,Cochin,1 stop,7485,21,5
5560,Jet Airways,Banglore,Delhi,non-stop,6478,6,6
5561,Jet Airways,Delhi,Cochin,2 stops,15129,27,5
5562,IndiGo,Kolkata,Banglore,1 stop,3809,1,5
5563,Jet Airways,Delhi,Cochin,1 stop,18581,24,6
5564,IndiGo,Kolkata,Banglore,non-stop,5224,9,6
5565,IndiGo,Delhi,Cochin,1 stop,8330,9,5
5566,Air India,Banglore,Delhi,non-stop,6961,9,6
5567,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
5568,IndiGo,Mumbai,Hyderabad,non-stop,2754,21,6
5569,Multiple carriers,Delhi,Cochin,1 stop,13727,18,5
5570,GoAir,Banglore,Delhi,non-stop,3898,27,4
5571,Jet Airways,Banglore,New Delhi,1 stop,11087,12,3
5572,Air Asia,Banglore,Delhi,non-stop,3383,6,4
5573,Jet Airways,Delhi,Cochin,1 stop,12557,21,3
5574,Jet Airways,Delhi,Cochin,2 stops,8273,21,3
5575,Air India,Mumbai,Hyderabad,2 stops,9736,12,3
5576,Jet Airways,Delhi,Cochin,1 stop,10262,24,6
5577,Jet Airways,Delhi,Cochin,2 stops,11664,9,4
5578,IndiGo,Banglore,Delhi,non-stop,4591,1,5
5579,Jet Airways,Banglore,New Delhi,1 stop,13502,18,3
5580,Air India,Delhi,Cochin,1 stop,8372,27,6
5581,Air India,Banglore,Delhi,non-stop,6121,21,4
5582,Vistara,Banglore,New Delhi,non-stop,5613,21,3
5583,IndiGo,Delhi,Cochin,1 stop,5298,6,4
5584,Jet Airways,Delhi,Cochin,1 stop,15764,9,3
5585,Air Asia,Delhi,Cochin,1 stop,6253,15,6
5586,Jet Airways,Kolkata,Banglore,1 stop,8586,18,5
5587,Jet Airways,Delhi,Cochin,2 stops,12273,27,3
5588,IndiGo,Mumbai,Hyderabad,non-stop,2227,15,5
5589,Jet Airways,Banglore,Delhi,non-stop,5769,12,6
5590,Vistara,Delhi,Cochin,non-stop,6216,18,4
5591,IndiGo,Delhi,Cochin,1 stop,6386,3,6
5592,Multiple carriers,Delhi,Cochin,1 stop,16108,1,6
5593,SpiceJet,Kolkata,Banglore,non-stop,3873,24,5
5594,IndiGo,Delhi,Cochin,1 stop,6270,9,4
5595,Air India,Banglore,Delhi,non-stop,5911,12,4
5596,Multiple carriers,Delhi,Cochin,1 stop,15077,6,3
5597,Jet Airways,Banglore,New Delhi,1 stop,31825,1,3
5598,SpiceJet,Kolkata,Banglore,1 stop,8479,6,5
5599,Vistara,Kolkata,Banglore,1 stop,9397,12,5
5600,Jet Airways,Delhi,Cochin,1 stop,10262,3,6
5601,IndiGo,Delhi,Cochin,non-stop,4729,3,4
5602,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
5603,IndiGo,Kolkata,Banglore,non-stop,4804,15,5
5604,IndiGo,Kolkata,Banglore,non-stop,4804,3,6
5605,Air India,Mumbai,Hyderabad,non-stop,2050,1,4
5606,Multiple carriers,Delhi,Cochin,1 stop,8371,27,3
5607,Multiple carriers,Delhi,Cochin,1 stop,12192,27,6
5608,Multiple carriers Premium economy,Delhi,Cochin,1 stop,14629,21,3
5609,IndiGo,Banglore,Delhi,non-stop,4823,9,4
5610,Multiple carriers,Delhi,Cochin,1 stop,14323,9,5
5611,Jet Airways,Delhi,Cochin,2 stops,15129,9,5
5612,IndiGo,Delhi,Cochin,1 stop,6758,18,5
5613,Multiple carriers,Delhi,Cochin,1 stop,14848,21,5
5614,Air India,Banglore,New Delhi,2 stops,12358,3,3
5615,Jet Airways,Banglore,Delhi,non-stop,4030,21,5
5616,Air India,Kolkata,Banglore,non-stop,4960,9,3
5617,Air India,Delhi,Cochin,2 stops,8656,27,3
5618,IndiGo,Delhi,Cochin,1 stop,14871,6,3
5619,GoAir,Delhi,Cochin,1 stop,4563,27,3
5620,IndiGo,Mumbai,Hyderabad,non-stop,4784,6,3
5621,IndiGo,Banglore,Delhi,non-stop,4823,1,6
5622,Vistara,Chennai,Kolkata,non-stop,3687,3,5
5623,Jet Airways,Banglore,Delhi,non-stop,7229,27,4
5624,Jet Airways,Banglore,Delhi,non-stop,7229,15,4
5625,Air India,Delhi,Cochin,1 stop,7174,21,4
5626,Air India,Delhi,Cochin,2 stops,11071,21,3
5627,IndiGo,Delhi,Cochin,1 stop,6979,15,5
5628,IndiGo,Chennai,Kolkata,non-stop,3850,15,5
5629,Jet Airways,Kolkata,Banglore,1 stop,13044,12,6
5630,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
5631,Air India,Delhi,Cochin,2 stops,13801,18,5
5632,IndiGo,Banglore,Delhi,non-stop,4823,1,6
5633,Air India,Delhi,Cochin,1 stop,6587,9,6
5634,IndiGo,Mumbai,Hyderabad,non-stop,2227,3,6
5635,Jet Airways,Kolkata,Banglore,1 stop,14151,9,6
5636,Air India,Banglore,New Delhi,2 stops,25430,1,3
5637,SpiceJet,Banglore,Delhi,non-stop,4319,27,6
5638,Air India,Delhi,Cochin,1 stop,14462,3,3
5639,Jet Airways,Kolkata,Banglore,1 stop,8586,21,5
5640,Air India,Kolkata,Banglore,1 stop,7662,9,6
5641,Jet Airways,Mumbai,Hyderabad,non-stop,4995,3,5
5642,Multiple carriers,Delhi,Cochin,1 stop,7408,9,6
5643,Jet Airways,Mumbai,Hyderabad,non-stop,5678,15,3
5644,Jet Airways,Mumbai,Hyderabad,non-stop,5678,9,6
5645,Jet Airways,Banglore,New Delhi,1 stop,26890,1,3
5646,Air India,Mumbai,Hyderabad,2 stops,13904,6,3
5647,Jet Airways,Delhi,Cochin,2 stops,15318,1,6
5648,Vistara,Kolkata,Banglore,1 stop,8452,15,5
5649,IndiGo,Delhi,Cochin,1 stop,6314,9,6
5650,Air India,Kolkata,Banglore,1 stop,10203,1,5
5651,SpiceJet,Chennai,Kolkata,non-stop,3597,15,6
5652,Multiple carriers,Delhi,Cochin,1 stop,8266,12,6
5653,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
5654,Jet Airways,Banglore,New Delhi,1 stop,36235,1,3
5655,IndiGo,Delhi,Cochin,1 stop,14871,3,3
5656,Jet Airways,Banglore,Delhi,non-stop,7229,12,4
5657,IndiGo,Kolkata,Banglore,non-stop,4804,24,4
5658,IndiGo,Banglore,New Delhi,non-stop,7303,3,3
5659,Multiple carriers,Delhi,Cochin,1 stop,13587,1,6
5660,Multiple carriers,Delhi,Cochin,1 stop,7740,18,5
5661,IndiGo,Chennai,Kolkata,non-stop,7295,1,3
5662,Multiple carriers,Delhi,Cochin,1 stop,18916,3,3
5663,Multiple carriers,Delhi,Cochin,1 stop,8266,21,5
5664,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
5665,Multiple carriers,Delhi,Cochin,1 stop,11188,18,5
5666,Jet Airways,Kolkata,Banglore,1 stop,14151,18,5
5667,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
5668,Jet Airways,Banglore,Delhi,non-stop,7229,6,4
5669,Jet Airways,Delhi,Cochin,1 stop,12242,27,3
5670,Jet Airways,Banglore,New Delhi,1 stop,9134,15,3
5671,IndiGo,Banglore,Delhi,non-stop,3943,1,5
5672,Air India,Banglore,Delhi,non-stop,6961,1,6
5673,Jet Airways,Mumbai,Hyderabad,2 stops,23843,12,3
5674,SpiceJet,Chennai,Kolkata,non-stop,3597,24,5
5675,Multiple carriers,Delhi,Cochin,1 stop,7408,27,6
5676,SpiceJet,Banglore,Delhi,non-stop,3257,27,5
5677,SpiceJet,Mumbai,Hyderabad,non-stop,1965,6,5
5678,Multiple carriers,Delhi,Cochin,1 stop,9100,27,3
5679,Air India,Mumbai,Hyderabad,non-stop,3100,18,6
5680,Jet Airways,Banglore,New Delhi,1 stop,26890,1,3
5681,Jet Airways,Banglore,Delhi,non-stop,8016,24,6
5682,Air India,Kolkata,Banglore,1 stop,12173,24,3
5683,IndiGo,Delhi,Cochin,1 stop,8784,27,5
5684,IndiGo,Delhi,Cochin,1 stop,5298,9,5
5685,Jet Airways,Banglore,New Delhi,1 stop,11087,9,3
5686,SpiceJet,Delhi,Cochin,1 stop,5409,9,6
5687,GoAir,Delhi,Cochin,1 stop,5842,1,5
5688,Jet Airways,Mumbai,Hyderabad,non-stop,2228,18,3
5689,SpiceJet,Chennai,Kolkata,non-stop,3543,6,5
5690,IndiGo,Kolkata,Banglore,1 stop,7228,21,5
5691,IndiGo,Delhi,Cochin,1 stop,6287,15,4
5692,Multiple carriers,Delhi,Cochin,1 stop,13377,27,6
5693,IndiGo,Kolkata,Banglore,non-stop,6985,3,3
5694,Air India,Delhi,Cochin,1 stop,8372,3,6
5695,Air India,Kolkata,Banglore,2 stops,14687,21,5
5696,Jet Airways,Delhi,Cochin,non-stop,9564,9,3
5697,Vistara,Mumbai,Hyderabad,1 stop,12080,12,3
5698,Multiple carriers,Delhi,Cochin,2 stops,18275,3,6
5699,IndiGo,Delhi,Cochin,1 stop,6093,6,6
5700,Jet Airways,Delhi,Cochin,2 stops,14861,9,3
5701,IndiGo,Kolkata,Banglore,non-stop,4804,18,5
5702,Jet Airways,Kolkata,Banglore,1 stop,9314,1,5
5703,Multiple carriers,Delhi,Cochin,1 stop,9794,9,5
5704,Jet Airways,Delhi,Cochin,2 stops,13029,21,5
5705,SpiceJet,Kolkata,Banglore,non-stop,3841,3,6
5706,Jet Airways,Banglore,New Delhi,1 stop,12284,18,3
5707,Jet Airways,Delhi,Cochin,1 stop,14714,9,6
5708,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
5709,Jet Airways,Banglore,Delhi,non-stop,5198,18,5
5710,Jet Airways,Kolkata,Banglore,1 stop,14781,15,5
5711,Air India,Delhi,Cochin,2 stops,13381,24,6
5712,Air India,Delhi,Cochin,non-stop,6094,1,6
5713,IndiGo,Delhi,Cochin,1 stop,5298,1,6
5714,Multiple carriers,Delhi,Cochin,1 stop,7408,27,6
5715,Jet Airways,Kolkata,Banglore,1 stop,14388,12,5
5716,Air India,Delhi,Cochin,2 stops,9443,24,6
5717,Air India,Delhi,Cochin,2 stops,11762,3,3
5718,Air India,Delhi,Cochin,1 stop,7480,27,6
5719,IndiGo,Delhi,Cochin,non-stop,5406,15,3
5720,Jet Airways,Delhi,Cochin,non-stop,9564,12,6
5721,Jet Airways,Delhi,Cochin,2 stops,10368,9,6
5722,IndiGo,Delhi,Cochin,1 stop,5636,9,5
5723,SpiceJet,Mumbai,Hyderabad,non-stop,1965,9,5
5724,Jet Airways,Kolkata,Banglore,1 stop,12739,12,6
5725,IndiGo,Kolkata,Banglore,non-stop,4148,12,3
5726,IndiGo,Delhi,Cochin,1 stop,7191,9,5
5727,Jet Airways,Delhi,Cochin,1 stop,10262,6,6
5728,Vistara,Kolkata,Banglore,1 stop,12312,24,3
5729,Jet Airways,Delhi,Cochin,1 stop,10262,3,6
5730,Jet Airways,Delhi,Cochin,non-stop,9564,15,6
5731,Jet Airways,Kolkata,Banglore,1 stop,13759,24,3
5732,Vistara,Kolkata,Banglore,1 stop,8610,6,5
5733,Jet Airways,Delhi,Cochin,1 stop,14714,15,6
5734,IndiGo,Banglore,Delhi,non-stop,4823,3,6
5735,Air Asia,Delhi,Cochin,1 stop,6451,27,5
5736,Jet Airways,Delhi,Cochin,1 stop,16079,21,5
5737,Jet Airways,Delhi,Cochin,non-stop,7202,1,6
5738,IndiGo,Banglore,New Delhi,non-stop,4944,24,3
5739,SpiceJet,Banglore,Delhi,non-stop,3625,1,6
5740,Jet Airways,Kolkata,Banglore,1 stop,9663,9,5
5741,Multiple carriers,Delhi,Cochin,1 stop,9794,15,5
5742,SpiceJet,Mumbai,Hyderabad,non-stop,2437,1,5
5743,Multiple carriers,Delhi,Cochin,1 stop,13377,15,6
5744,Jet Airways,Kolkata,Banglore,1 stop,8586,6,6
5745,Jet Airways,Banglore,New Delhi,1 stop,19225,6,3
5746,Jet Airways,Delhi,Cochin,1 stop,15554,18,5
5747,Jet Airways,Kolkata,Banglore,1 stop,12121,1,5
5748,IndiGo,Banglore,Delhi,non-stop,3943,27,5
5749,Jet Airways,Banglore,New Delhi,1 stop,13555,18,3
5750,IndiGo,Banglore,Delhi,non-stop,4990,21,6
5751,Air India,Delhi,Cochin,1 stop,8854,6,3
5752,Multiple carriers,Delhi,Cochin,1 stop,7878,27,5
5753,Vistara,Banglore,New Delhi,non-stop,8028,3,3
5754,Jet Airways,Kolkata,Banglore,1 stop,8586,9,5
5755,Air India,Kolkata,Banglore,2 stops,15164,1,5
5756,Jet Airways,Banglore,New Delhi,1 stop,12284,18,3
5757,Jet Airways,Mumbai,Hyderabad,non-stop,4995,21,6
5758,Multiple carriers,Delhi,Cochin,1 stop,10051,27,5
5759,Jet Airways,Kolkata,Banglore,1 stop,9663,21,5
5760,Air India,Kolkata,Banglore,2 stops,14424,1,5
5761,Jet Airways,Delhi,Cochin,1 stop,14714,15,6
5762,Air India,Mumbai,Hyderabad,non-stop,3100,24,5
5763,IndiGo,Delhi,Cochin,1 stop,6493,6,6
5764,Jet Airways,Kolkata,Banglore,1 stop,14571,6,6
5765,Jet Airways,Delhi,Cochin,2 stops,10368,15,6
5766,Jet Airways,Delhi,Cochin,1 stop,14714,3,6
5767,SpiceJet,Chennai,Kolkata,non-stop,3543,18,5
5768,Air Asia,Kolkata,Banglore,1 stop,6810,6,6
5769,SpiceJet,Kolkata,Banglore,non-stop,5201,24,3
5770,Multiple carriers,Delhi,Cochin,1 stop,13377,24,6
5771,Multiple carriers Premium economy,Delhi,Cochin,1 stop,14629,21,3
5772,IndiGo,Delhi,Cochin,1 stop,6093,9,4
5773,Multiple carriers,Delhi,Cochin,3 stops,15419,12,6
5774,Air India,Kolkata,Banglore,2 stops,13484,21,5
5775,Air India,Delhi,Cochin,1 stop,8372,18,5
5776,Air India,Banglore,New Delhi,2 stops,8534,15,3
5777,Jet Airways,Banglore,Delhi,non-stop,4030,15,5
5778,Jet Airways,Delhi,Cochin,2 stops,13292,24,6
5779,Air India,Delhi,Cochin,1 stop,16754,9,3
5780,IndiGo,Kolkata,Banglore,non-stop,6565,1,3
5781,Jet Airways,Delhi,Cochin,1 stop,16079,27,5
5782,Jet Airways,Delhi,Cochin,2 stops,11507,9,5
5783,Vistara,Mumbai,Hyderabad,1 stop,12395,6,3
5784,IndiGo,Banglore,New Delhi,1 stop,22153,1,3
5785,Jet Airways,Delhi,Cochin,2 stops,10919,27,6
5786,Jet Airways,Kolkata,Banglore,1 stop,13759,24,3
5787,Air India,Delhi,Cochin,non-stop,6094,18,4
5788,Air India,Kolkata,Banglore,2 stops,11542,21,5
5789,Jet Airways,Banglore,New Delhi,1 stop,25735,1,3
5790,Jet Airways,Banglore,New Delhi,1 stop,17471,6,3
5791,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
5792,Air India,Delhi,Cochin,1 stop,8372,3,6
5793,IndiGo,Chennai,Kolkata,non-stop,3858,15,6
5794,IndiGo,Banglore,New Delhi,non-stop,5694,15,3
5795,Jet Airways,Delhi,Cochin,1 stop,17234,3,3
5796,Jet Airways,Delhi,Cochin,2 stops,11546,9,4
5797,Vistara,Banglore,New Delhi,non-stop,8028,3,3
5798,Jet Airways,Banglore,Delhi,non-stop,8016,15,6
5799,Air India,Kolkata,Banglore,1 stop,10413,24,5
5800,Air India,Banglore,New Delhi,2 stops,11948,12,3
5801,Jet Airways,Mumbai,Hyderabad,non-stop,3205,1,4
5802,IndiGo,Banglore,Delhi,non-stop,4423,18,5
5803,Vistara,Banglore,New Delhi,non-stop,4878,24,3
5804,IndiGo,Delhi,Cochin,1 stop,5912,15,4
5805,Air India,Kolkata,Banglore,2 stops,11411,12,5
5806,Multiple carriers,Delhi,Cochin,1 stop,7618,24,6
5807,Jet Airways,Banglore,Delhi,non-stop,7229,12,4
5808,IndiGo,Delhi,Cochin,1 stop,6147,27,6
5809,Jet Airways,Delhi,Cochin,2 stops,14237,15,6
5810,IndiGo,Delhi,Cochin,1 stop,6101,21,3
5811,Air India,Kolkata,Banglore,2 stops,12324,21,5
5812,Vistara,Banglore,New Delhi,1 stop,18387,1,3
5813,Jet Airways,Delhi,Cochin,1 stop,10262,3,6
5814,Jet Airways,Delhi,Cochin,1 stop,10262,15,6
5815,Jet Airways,Banglore,Delhi,non-stop,7229,21,4
5816,Air Asia,Kolkata,Banglore,non-stop,3807,27,6
5817,Multiple carriers,Delhi,Cochin,1 stop,7695,21,3
5818,Air India,Kolkata,Banglore,2 stops,12723,18,5
