,Airline,Source,Destination,Total_Stops,Price,Date,Month
4853,Multiple carriers,Delhi,Cochin,1 stop,7670,15,5
4854,Jet Airways,Delhi,Cochin,2 stops,12819,27,6
4855,IndiGo,Banglore,Delhi,non-stop,4823,3,5
4856,IndiGo,Delhi,Cochin,1 stop,6979,9,5
4857,Air India,Kolkata,Banglore,1 stop,10493,24,3
4858,Air India,Delhi,Cochin,2 stops,16111,9,3
4859,Air India,Delhi,Cochin,2 stops,10651,9,6
4860,IndiGo,Delhi,Cochin,1 stop,6600,27,5
4861,Jet Airways,Delhi,Cochin,2 stops,10919,12,6
4862,IndiGo,Kolkata,Banglore,non-stop,5198,21,3
4863,Air India,Banglore,New Delhi,2 stops,12778,12,3
4864,IndiGo,Mumbai,Hyderabad,non-stop,2754,27,3
4866,IndiGo,Delhi,Cochin,1 stop,7255,9,5
4867,Multiple carriers,Delhi,Cochin,1 stop,14486,21,3
4868,GoAir,Delhi,Cochin,1 stop,6591,21,4
4869,SpiceJet,Banglore,Delhi,non-stop,3573,21,5
4870,Jet Airways,Delhi,Cochin,1 stop,10262,1,6
4871,Jet Airways,Kolkata,Banglore,1 stop,14388,15,5
4872,Jet Airways,Delhi,Cochin,1 stop,14714,3,6
4873,Jet Airways,Delhi,Cochin,2 stops,10368,12,6
4874,SpiceJet,Chennai,Kolkata,non-stop,3384,21,3
4875,Air India,Kolkata,Banglore,1 stop,7742,24,3
4876,IndiGo,Delhi,Cochin,1 stop,6386,9,6
4877,Jet Airways,Banglore,Delhi,non-stop,7229,6,6
4878,Air India,Kolkata,Banglore,1 stop,8891,6,5
4879,Multiple carriers,Delhi,Cochin,1 stop,13587,1,6
4880,IndiGo,Delhi,Cochin,1 stop,8227,27,3
4881,Air India,Kolkata,Banglore,2 stops,12125,1,4
4882,SpiceJet,Kolkata,Banglore,non-stop,3873,15,6
4883,Multiple carriers,Delhi,Cochin,1 stop,13377,12,6
4884,Jet Airways,Kolkata,Banglore,1 stop,10953,12,5
4885,SpiceJet,Kolkata,Banglore,non-stop,4622,9,3
4886,Jet Airways,Kolkata,Banglore,1 stop,14231,24,3
4887,Jet Airways,Delhi,Cochin,1 stop,10262,24,6
4888,IndiGo,Banglore,Delhi,non-stop,3943,15,4
4889,Vistara,Kolkata,Banglore,1 stop,8610,12,5
4890,Multiple carriers,Delhi,Cochin,1 stop,6717,21,3
4891,Multiple carriers,Delhi,Cochin,1 stop,10877,24,6
4892,IndiGo,Kolkata,Banglore,1 stop,4775,1,5
4893,Jet Airways,Kolkata,Banglore,1 stop,14571,9,6
4894,SpiceJet,Banglore,New Delhi,non-stop,6205,24,3
4895,Jet Airways,Kolkata,Banglore,1 stop,14151,18,5
4896,Multiple carriers,Delhi,Cochin,1 stop,6637,27,3
4897,Air India,Banglore,New Delhi,2 stops,12074,3,3
4898,IndiGo,Kolkata,Banglore,non-stop,4804,21,6
4899,IndiGo,Kolkata,Banglore,1 stop,7252,6,5
4900,IndiGo,Delhi,Cochin,1 stop,6069,3,6
4901,Jet Airways,Delhi,Cochin,1 stop,15554,9,5
4902,IndiGo,Chennai,Kolkata,non-stop,3850,18,5
4903,Air India,Delhi,Cochin,2 stops,12940,18,5
4904,SpiceJet,Kolkata,Banglore,1 stop,8844,1,5
4905,Jet Airways,Delhi,Cochin,1 stop,15190,12,6
4906,Jet Airways,Banglore,New Delhi,1 stop,9134,15,3
4907,Jet Airways,Delhi,Cochin,1 stop,11822,9,4
4908,Multiple carriers,Delhi,Cochin,1 stop,15078,9,5
4909,SpiceJet,Mumbai,Hyderabad,non-stop,11005,1,3
4910,IndiGo,Delhi,Cochin,1 stop,7006,21,3
4911,IndiGo,Banglore,New Delhi,1 stop,4259,9,3
4912,Air India,Delhi,Cochin,2 stops,11762,9,3
4913,Jet Airways,Banglore,New Delhi,1 stop,8147,24,3
4914,SpiceJet,Kolkata,Banglore,non-stop,3841,27,5
4915,IndiGo,Kolkata,Banglore,non-stop,4174,3,4
4916,Jet Airways,Delhi,Cochin,1 stop,12898,27,5
4917,SpiceJet,Delhi,Cochin,1 stop,5583,6,6
4918,Jet Airways,Delhi,Cochin,1 stop,10262,6,6
4919,Jet Airways,Banglore,Delhi,non-stop,7229,6,5
4921,Vistara,Banglore,Delhi,non-stop,4668,9,6
4922,IndiGo,Banglore,Delhi,non-stop,4990,18,4
4923,IndiGo,Kolkata,Banglore,non-stop,6985,24,3
4924,IndiGo,Banglore,Delhi,non-stop,4823,3,4
4925,Vistara,Kolkata,Banglore,1 stop,9345,18,5
4926,Jet Airways,Kolkata,Banglore,1 stop,10844,15,5
4927,Jet Airways,Delhi,Cochin,2 stops,14657,9,5
4928,IndiGo,Delhi,Cochin,1 stop,6818,3,6
4929,Air India,Delhi,Cochin,2 stops,11543,15,5
4930,SpiceJet,Mumbai,Hyderabad,non-stop,2175,24,3
4931,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
4932,Jet Airways,Mumbai,Hyderabad,non-stop,8040,1,4
4933,Jet Airways,Kolkata,Banglore,1 stop,14571,6,6
4934,Jet Airways,Kolkata,Banglore,1 stop,14571,9,6
4935,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
4936,Multiple carriers,Delhi,Cochin,1 stop,14848,12,6
4937,Multiple carriers,Delhi,Cochin,1 stop,8283,18,5
4938,Jet Airways,Banglore,Delhi,non-stop,7229,21,4
4939,Multiple carriers,Delhi,Cochin,1 stop,8405,18,5
4940,Jet Airways,Delhi,Cochin,2 stops,19266,3,3
4941,Air India,Delhi,Cochin,1 stop,11038,6,3
4942,Jet Airways,Banglore,Delhi,non-stop,8016,12,6
4943,SpiceJet,Chennai,Kolkata,non-stop,3384,21,3
4944,IndiGo,Delhi,Cochin,1 stop,6573,9,4
4946,Jet Airways,Delhi,Cochin,2 stops,15129,21,5
4947,IndiGo,Banglore,Delhi,non-stop,3943,27,6
4948,Jet Airways,Banglore,New Delhi,1 stop,7832,24,3
4949,IndiGo,Banglore,New Delhi,non-stop,6860,24,3
4950,IndiGo,Banglore,Delhi,non-stop,4823,12,5
4951,Air India,Banglore,Delhi,non-stop,5228,6,5
4952,Jet Airways,Kolkata,Banglore,1 stop,13364,1,4
4953,Jet Airways,Banglore,New Delhi,1 stop,13555,18,3
4954,IndiGo,Chennai,Kolkata,non-stop,5277,6,3
4955,Air India,Kolkata,Banglore,2 stops,13243,12,5
4956,Multiple carriers,Delhi,Cochin,1 stop,9794,9,5
4957,Jet Airways,Banglore,Delhi,non-stop,8016,6,6
4958,Multiple carriers,Delhi,Cochin,1 stop,13377,1,6
4959,Jet Airways,Kolkata,Banglore,1 stop,12692,9,6
4960,Air India,Kolkata,Banglore,2 stops,10697,6,6
4961,SpiceJet,Chennai,Kolkata,non-stop,3384,27,3
4962,IndiGo,Delhi,Cochin,1 stop,6734,9,5
4963,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
4964,Air India,Banglore,Delhi,non-stop,5228,24,5
4965,Air India,Kolkata,Banglore,1 stop,8891,24,5
4966,IndiGo,Chennai,Kolkata,non-stop,3384,27,3
4967,Multiple carriers,Delhi,Cochin,1 stop,17057,3,3
4968,IndiGo,Kolkata,Banglore,1 stop,3480,3,4
4969,SpiceJet,Banglore,Delhi,non-stop,4423,3,5
4970,Jet Airways,Kolkata,Banglore,1 stop,14178,9,6
4971,SpiceJet,Delhi,Cochin,1 stop,4760,24,6
4972,Jet Airways,Kolkata,Banglore,1 stop,14151,1,4
4973,Jet Airways,Kolkata,Banglore,1 stop,12681,1,4
4974,Jet Airways,Delhi,Cochin,non-stop,4886,3,4
4975,Air Asia,Kolkata,Banglore,non-stop,3807,21,6
4976,IndiGo,Kolkata,Banglore,non-stop,4804,18,5
4977,IndiGo,Banglore,New Delhi,1 stop,5694,9,3
4978,Multiple carriers,Delhi,Cochin,1 stop,10197,24,5
4979,IndiGo,Banglore,Delhi,non-stop,4077,15,6
4980,Jet Airways,Kolkata,Banglore,1 stop,14781,1,5
4981,IndiGo,Kolkata,Banglore,non-stop,5224,9,5
4982,IndiGo,Kolkata,Banglore,non-stop,4804,24,4
4983,Jet Airways,Kolkata,Banglore,1 stop,8586,21,5
4984,Air India,Kolkata,Banglore,1 stop,7662,21,5
4985,Jet Airways,Delhi,Cochin,1 stop,18550,3,3
4986,Vistara,Kolkata,Banglore,1 stop,8610,12,6
4987,Jet Airways,Banglore,Delhi,non-stop,7229,1,5
4988,Air India,Kolkata,Banglore,2 stops,12009,6,6
4989,Jet Airways,Kolkata,Banglore,1 stop,14151,18,5
4990,Air India,Delhi,Cochin,non-stop,4729,9,4
4991,Air India,Delhi,Cochin,non-stop,7931,3,3
4992,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
4993,Jet Airways,Delhi,Cochin,1 stop,16289,9,3
4994,Jet Airways,Delhi,Cochin,2 stops,13292,3,6
4995,Multiple carriers,Delhi,Cochin,1 stop,7618,27,5
4996,Multiple carriers,Delhi,Cochin,1 stop,13377,15,6
4997,Air Asia,Kolkata,Banglore,1 stop,5192,12,6
4998,Multiple carriers,Delhi,Cochin,1 stop,7268,24,6
4999,Jet Airways,Kolkata,Banglore,1 stop,12384,24,5
5000,IndiGo,Banglore,New Delhi,non-stop,5694,15,3
5001,Jet Airways,Banglore,New Delhi,2 stops,16338,18,3
5002,Multiple carriers,Delhi,Cochin,1 stop,7198,6,6
5003,Jet Airways,Delhi,Cochin,1 stop,6540,21,3
5004,Jet Airways,Mumbai,Hyderabad,non-stop,3210,3,6
5005,SpiceJet,Kolkata,Banglore,non-stop,3873,18,6
5006,Air Asia,Banglore,Delhi,non-stop,4483,21,4
5007,Air Asia,Delhi,Cochin,1 stop,6752,15,5
5008,IndiGo,Banglore,Delhi,non-stop,4823,12,4
5009,Air India,Kolkata,Banglore,1 stop,10203,6,5
5010,SpiceJet,Kolkata,Banglore,non-stop,3873,18,5
5011,SpiceJet,Mumbai,Hyderabad,non-stop,2017,27,3
5012,Jet Airways,Kolkata,Banglore,1 stop,8586,6,6
5013,Jet Airways,Banglore,New Delhi,1 stop,31825,1,3
5015,Jet Airways,Delhi,Cochin,1 stop,10262,6,6
5016,IndiGo,Delhi,Cochin,1 stop,6593,1,6
5017,SpiceJet,Banglore,Delhi,non-stop,3971,24,6
5018,Jet Airways,Delhi,Cochin,1 stop,16289,9,3
5019,Jet Airways,Kolkata,Banglore,1 stop,9314,1,5
5020,Jet Airways,Banglore,Delhi,non-stop,4030,21,5
5021,Multiple carriers,Delhi,Cochin,1 stop,13587,12,6
5022,Jet Airways,Kolkata,Banglore,1 stop,9314,1,5
5023,Air Asia,Delhi,Cochin,1 stop,6253,15,6
5024,Air Asia,Kolkata,Banglore,1 stop,5192,15,4
5025,Air India,Kolkata,Banglore,2 stops,16372,1,5
5026,Vistara,Banglore,Delhi,non-stop,5403,24,4
5027,Multiple carriers,Delhi,Cochin,1 stop,11200,27,3
5028,IndiGo,Chennai,Kolkata,non-stop,3858,12,6
5029,IndiGo,Kolkata,Banglore,non-stop,4174,6,4
5030,Air India,Delhi,Cochin,non-stop,5411,27,4
5031,IndiGo,Mumbai,Hyderabad,non-stop,3175,15,5
5032,IndiGo,Chennai,Kolkata,non-stop,3858,24,5
5033,Jet Airways,Kolkata,Banglore,1 stop,13941,1,5
5034,Air India,Delhi,Cochin,2 stops,12182,15,6
5035,IndiGo,Banglore,Delhi,non-stop,4990,21,6
5036,Jet Airways,Kolkata,Banglore,1 stop,10539,9,6
5037,IndiGo,Banglore,New Delhi,non-stop,6860,9,3
5038,Vistara,Delhi,Cochin,non-stop,8001,6,3
5039,Jet Airways,Delhi,Cochin,1 stop,10262,27,6
5040,Vistara,Kolkata,Banglore,1 stop,8085,6,5
5041,IndiGo,Banglore,Delhi,non-stop,3419,27,6
5043,IndiGo,Kolkata,Banglore,non-stop,6565,24,3
5044,Jet Airways,Delhi,Cochin,2 stops,9254,27,3
5045,Air Asia,Kolkata,Banglore,1 stop,6857,6,6
5046,Air India,Kolkata,Banglore,2 stops,12140,12,5
5047,SpiceJet,Kolkata,Banglore,non-stop,3841,6,6
5048,Jet Airways,Kolkata,Banglore,1 stop,14781,6,5
5049,Air India,Delhi,Cochin,1 stop,8372,18,5
5050,Air India,Kolkata,Banglore,3 stops,8607,1,4
5051,Multiple carriers,Delhi,Cochin,1 stop,13587,24,6
5052,Jet Airways,Delhi,Cochin,1 stop,15554,18,5
5053,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
5054,IndiGo,Mumbai,Hyderabad,non-stop,4392,24,5
5055,Air India,Banglore,Delhi,non-stop,6961,27,5
5056,Air India,Delhi,Cochin,1 stop,8907,18,5
5057,IndiGo,Delhi,Cochin,1 stop,6442,15,6
5058,Jet Airways,Kolkata,Banglore,1 stop,8586,15,5
5059,Air India,Delhi,Cochin,2 stops,13486,15,5
5060,Air India,Mumbai,Hyderabad,non-stop,3100,6,6
5061,Jet Airways,Delhi,Cochin,2 stops,15812,6,3
5062,Air India,Delhi,Cochin,non-stop,5201,24,4
5063,IndiGo,Delhi,Cochin,2 stops,9413,3,3
5064,Air India,Delhi,Cochin,2 stops,13591,6,6
5065,Jet Airways,Mumbai,Hyderabad,non-stop,5678,1,6
5066,Air India,Banglore,New Delhi,1 stop,6781,3,3
5067,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
5068,Jet Airways,Delhi,Cochin,1 stop,14053,9,3
5069,Jet Airways,Kolkata,Banglore,1 stop,10703,9,5
5070,Multiple carriers,Delhi,Cochin,1 stop,13727,15,5
5071,Multiple carriers,Delhi,Cochin,1 stop,7408,24,6
5072,Jet Airways,Banglore,New Delhi,1 stop,20800,1,3
5073,Air India,Delhi,Cochin,2 stops,11911,3,6
5074,Vistara,Banglore,Delhi,non-stop,5403,3,4
5075,Jet Airways,Kolkata,Banglore,1 stop,13469,6,6
5076,Jet Airways,Delhi,Cochin,2 stops,11270,6,6
5077,Air Asia,Delhi,Cochin,1 stop,6152,24,6
5078,Jet Airways,Delhi,Cochin,1 stop,12452,27,3
5079,Jet Airways,Kolkata,Banglore,1 stop,10844,15,5
5080,IndiGo,Delhi,Cochin,1 stop,8216,18,5
5081,Jet Airways,Kolkata,Banglore,1 stop,13626,12,6
5082,Multiple carriers,Delhi,Cochin,2 stops,7084,6,3
5083,Multiple carriers,Delhi,Cochin,1 stop,7575,9,5
5084,Air India,Banglore,New Delhi,1 stop,6781,3,3
5085,Jet Airways,Banglore,Delhi,non-stop,6478,6,6
5086,SpiceJet,Mumbai,Hyderabad,non-stop,2385,15,3
5087,Multiple carriers,Delhi,Cochin,1 stop,9385,18,5
5088,GoAir,Banglore,Delhi,non-stop,5048,18,4
5089,IndiGo,Delhi,Cochin,1 stop,5058,12,6
5090,Multiple carriers Premium economy,Delhi,Cochin,1 stop,11269,21,3
5091,Multiple carriers,Delhi,Cochin,1 stop,7363,9,4
5093,Jet Airways,Delhi,Cochin,1 stop,15764,6,3
5094,Jet Airways,Delhi,Cochin,1 stop,10262,12,6
5095,Jet Airways,Delhi,Cochin,2 stops,10919,3,6
5096,Jet Airways,Delhi,Cochin,1 stop,10262,15,6
5097,Air India,Kolkata,Banglore,2 stops,11883,6,5
5098,SpiceJet,Kolkata,Banglore,non-stop,3847,21,3
5099,Jet Airways,Mumbai,Hyderabad,non-stop,5678,12,6
5100,Vistara,Kolkata,Banglore,1 stop,8662,12,5
5101,Jet Airways,Delhi,Cochin,1 stop,12898,27,5
5102,SpiceJet,Banglore,Delhi,non-stop,4423,12,5
5103,Air India,Delhi,Cochin,1 stop,8991,12,6
5104,SpiceJet,Delhi,Cochin,1 stop,5409,15,5
5105,IndiGo,Delhi,Cochin,1 stop,6442,27,4
5106,Air India,Kolkata,Banglore,2 stops,9941,24,5
5107,IndiGo,Delhi,Cochin,2 stops,6494,21,3
5108,Multiple carriers,Delhi,Cochin,1 stop,7198,24,6
5109,SpiceJet,Banglore,New Delhi,non-stop,7110,9,3
5110,Jet Airways,Banglore,New Delhi,1 stop,11087,12,3
5111,IndiGo,Kolkata,Banglore,non-stop,4804,9,5
5112,IndiGo,Banglore,Delhi,non-stop,4823,15,6
5113,Jet Airways,Kolkata,Banglore,1 stop,14151,12,5
5114,Multiple carriers,Delhi,Cochin,1 stop,10791,27,6
5115,Vistara,Kolkata,Banglore,1 stop,7980,1,4
5116,Air India,Delhi,Cochin,1 stop,6587,27,4
5117,Vistara,Chennai,Kolkata,non-stop,3687,6,5
5118,Air India,Delhi,Cochin,2 stops,13307,15,5
5119,Air India,Mumbai,Hyderabad,non-stop,2050,24,3
5120,Multiple carriers,Delhi,Cochin,1 stop,10197,9,5
5121,Vistara,Banglore,Delhi,non-stop,4668,24,6
5122,IndiGo,Banglore,Delhi,non-stop,4990,24,5
5123,IndiGo,Mumbai,Hyderabad,non-stop,4049,24,5
5124,Multiple carriers,Delhi,Cochin,1 stop,7933,15,6
5125,IndiGo,Mumbai,Hyderabad,non-stop,4049,6,5
5126,Jet Airways,Delhi,Cochin,1 stop,6645,27,3
5127,Jet Airways,Mumbai,Hyderabad,non-stop,8040,18,6
5128,Multiple carriers,Delhi,Cochin,1 stop,8098,21,3
5129,Jet Airways,Delhi,Cochin,1 stop,10262,3,6
5130,Jet Airways,Banglore,New Delhi,1 stop,12284,18,3
5131,Jet Airways,Delhi,Cochin,1 stop,10262,3,6
5132,IndiGo,Banglore,Delhi,non-stop,4990,12,4
5133,Air India,Banglore,New Delhi,2 stops,12568,18,3
5134,Jet Airways,Kolkata,Banglore,1 stop,11841,6,5
5135,Jet Airways,Delhi,Cochin,1 stop,18371,15,6
5136,SpiceJet,Banglore,New Delhi,1 stop,23267,1,3
5137,Jet Airways,Kolkata,Banglore,1 stop,13067,1,5
5138,IndiGo,Chennai,Kolkata,non-stop,5277,21,6
5139,Air India,Delhi,Cochin,2 stops,13879,27,5
5140,IndiGo,Kolkata,Banglore,non-stop,4174,9,4
5141,Air India,Delhi,Cochin,2 stops,10178,9,5
5142,Jet Airways,Delhi,Cochin,2 stops,13882,12,6
5143,Vistara,Banglore,Delhi,non-stop,4878,21,5
5144,Vistara,Banglore,Delhi,non-stop,4668,27,6
5145,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
5146,Multiple carriers,Delhi,Cochin,1 stop,7005,27,6
5147,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
5148,Air India,Delhi,Cochin,1 stop,9929,15,6
5149,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
5150,Air India,Delhi,Cochin,non-stop,6094,21,4
5151,Jet Airways,Banglore,New Delhi,1 stop,16736,6,3
5152,Jet Airways,Banglore,Delhi,non-stop,7229,3,4
5153,Multiple carriers,Delhi,Cochin,1 stop,8882,18,5
5154,Multiple carriers,Delhi,Cochin,1 stop,10197,9,5
5155,IndiGo,Kolkata,Banglore,non-stop,4804,12,5
5156,IndiGo,Delhi,Cochin,1 stop,13628,3,3
5157,Vistara,Delhi,Cochin,non-stop,6216,27,5
5158,Air India,Delhi,Cochin,1 stop,7480,21,5
5159,Air India,Kolkata,Banglore,1 stop,11936,12,6
5160,SpiceJet,Chennai,Kolkata,non-stop,3859,18,3
5161,Jet Airways,Kolkata,Banglore,1 stop,8586,12,5
5162,Vistara,Banglore,New Delhi,non-stop,21730,1,3
5163,IndiGo,Delhi,Cochin,1 stop,6628,1,6
5164,Air India,Kolkata,Banglore,2 stops,10151,1,5
5165,Jet Airways,Kolkata,Banglore,1 stop,11467,21,5
5166,IndiGo,Delhi,Cochin,1 stop,7010,15,6
5167,Jet Airways,Banglore,Delhi,non-stop,7229,3,4
5168,IndiGo,Banglore,New Delhi,non-stop,8033,9,3
5169,Jet Airways,Banglore,Delhi,non-stop,7229,18,5
5170,IndiGo,Kolkata,Banglore,1 stop,6911,9,6
5171,Jet Airways,Delhi,Cochin,2 stops,14300,27,6
5172,Air India,Kolkata,Banglore,2 stops,13033,9,6
5173,IndiGo,Banglore,Delhi,non-stop,3943,24,5
5174,SpiceJet,Banglore,New Delhi,non-stop,6205,9,3
5175,IndiGo,Delhi,Cochin,1 stop,14871,6,3
5176,Jet Airways,Mumbai,Hyderabad,non-stop,5678,18,5
5177,Multiple carriers,Delhi,Cochin,1 stop,16108,1,6
5178,Jet Airways,Banglore,New Delhi,1 stop,17261,6,3
5179,SpiceJet,Banglore,Delhi,non-stop,3311,12,5
5180,IndiGo,Kolkata,Banglore,non-stop,4174,12,4
5181,IndiGo,Banglore,Delhi,non-stop,4823,9,6
5182,Air India,Banglore,New Delhi,1 stop,8425,9,3
5183,Jet Airways,Banglore,Delhi,non-stop,7229,15,5
5184,GoAir,Delhi,Cochin,1 stop,5281,9,6
5185,Jet Airways,Delhi,Cochin,1 stop,17549,9,3
5186,Multiple carriers,Delhi,Cochin,1 stop,13797,3,6
5187,IndiGo,Banglore,Delhi,non-stop,4823,12,4
5188,Air India,Delhi,Cochin,1 stop,7258,3,6
5189,Multiple carriers,Delhi,Cochin,1 stop,18192,3,3
5190,Air India,Kolkata,Banglore,2 stops,13899,1,5
5191,Jet Airways,Kolkata,Banglore,1 stop,10844,9,5
5192,Jet Airways,Kolkata,Banglore,1 stop,14151,12,5
5193,Multiple carriers,Delhi,Cochin,1 stop,15147,6,3
5194,GoAir,Banglore,Delhi,non-stop,3898,15,6
5195,IndiGo,Delhi,Cochin,1 stop,6818,15,5
5196,Jet Airways,Kolkata,Banglore,1 stop,14781,15,5
5197,Air Asia,Kolkata,Banglore,2 stops,5192,21,5
5198,Jet Airways,Delhi,Cochin,2 stops,14441,27,6
5199,Jet Airways,Kolkata,Banglore,1 stop,14151,24,5
5200,IndiGo,Kolkata,Banglore,1 stop,4226,18,5
5201,Air India,Delhi,Cochin,2 stops,13381,27,5
5202,Multiple carriers,Delhi,Cochin,1 stop,10678,15,6
5203,Jet Airways,Delhi,Cochin,1 stop,12242,27,3
5204,Jet Airways,Mumbai,Hyderabad,non-stop,4995,21,6
5205,Jet Airways,Delhi,Cochin,1 stop,10262,1,6
5206,SpiceJet,Kolkata,Banglore,non-stop,3841,15,4
5207,Jet Airways,Kolkata,Banglore,1 stop,9663,9,5
5208,IndiGo,Kolkata,Banglore,non-stop,5224,18,4
5209,Multiple carriers,Delhi,Cochin,1 stop,14533,18,5
5210,SpiceJet,Mumbai,Hyderabad,non-stop,2017,24,5
5211,Jet Airways,Banglore,Delhi,non-stop,5769,12,6
5212,Multiple carriers,Delhi,Cochin,1 stop,11622,21,3
5213,IndiGo,Banglore,Delhi,non-stop,4823,3,4
5214,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
5215,Multiple carriers,Delhi,Cochin,1 stop,9001,24,6
5216,IndiGo,Mumbai,Hyderabad,non-stop,2754,27,6
5217,Jet Airways,Banglore,Delhi,non-stop,7229,24,5
5218,IndiGo,Delhi,Cochin,1 stop,6937,9,3
5219,Air India,Kolkata,Banglore,2 stops,13033,6,6
5220,SpiceJet,Banglore,Delhi,non-stop,3625,3,5
5221,Jet Airways,Delhi,Cochin,2 stops,13292,27,6
5222,Air India,Banglore,New Delhi,2 stops,12778,12,3
5223,SpiceJet,Kolkata,Banglore,non-stop,3841,1,6
5224,IndiGo,Mumbai,Hyderabad,non-stop,2227,18,3
5225,SpiceJet,Kolkata,Banglore,1 stop,6171,9,5
5226,Air India,Kolkata,Banglore,2 stops,10676,12,5
5227,Jet Airways,Delhi,Cochin,2 stops,13014,24,6
5228,IndiGo,Mumbai,Hyderabad,non-stop,2754,18,3
5229,Air India,Delhi,Cochin,2 stops,8367,27,3
5230,Jet Airways,Delhi,Cochin,1 stop,5177,3,4
5231,SpiceJet,Kolkata,Banglore,non-stop,4174,18,4
5232,Multiple carriers,Delhi,Cochin,1 stop,9794,15,5
5233,Multiple carriers,Delhi,Cochin,1 stop,10486,27,5
5234,Multiple carriers,Delhi,Cochin,1 stop,15058,21,5
5235,IndiGo,Kolkata,Banglore,non-stop,4804,27,4
5236,Jet Airways,Delhi,Cochin,1 stop,17024,6,3
5237,GoAir,Kolkata,Banglore,1 stop,8855,12,5
5238,Air India,Delhi,Cochin,1 stop,8372,9,6
5239,Jet Airways,Mumbai,Hyderabad,non-stop,4050,24,6
5240,Jet Airways,Banglore,Delhi,non-stop,7229,12,5
5241,SpiceJet,Mumbai,Hyderabad,non-stop,2385,18,3
5242,GoAir,Banglore,Delhi,non-stop,3898,24,6
5243,IndiGo,Banglore,New Delhi,non-stop,6860,3,3
5244,SpiceJet,Delhi,Cochin,1 stop,6749,27,5
5245,Air India,Kolkata,Banglore,2 stops,15107,21,5
5246,Jet Airways,Delhi,Cochin,2 stops,10368,15,6
5247,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
5248,SpiceJet,Mumbai,Hyderabad,non-stop,2385,27,5
5249,IndiGo,Kolkata,Banglore,non-stop,4804,24,6
5250,Air India,Delhi,Cochin,2 stops,8236,21,3
5251,IndiGo,Delhi,Cochin,1 stop,6416,27,3
5252,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
5253,Jet Airways,Delhi,Cochin,1 stop,14714,9,6
5254,SpiceJet,Kolkata,Banglore,1 stop,7646,1,4
5255,Air India,Delhi,Cochin,1 stop,7480,1,6
5256,Vistara,Chennai,Kolkata,non-stop,11982,27,5
5257,Multiple carriers,Delhi,Cochin,1 stop,8309,18,5
5258,Jet Airways,Delhi,Cochin,2 stops,13344,9,6
5259,Air India,Kolkata,Banglore,1 stop,4227,1,4
5260,Air India,Delhi,Cochin,2 stops,9706,21,3
5261,SpiceJet,Mumbai,Hyderabad,non-stop,2017,6,5
5262,IndiGo,Delhi,Cochin,1 stop,6442,12,6
5263,Jet Airways,Banglore,Delhi,non-stop,8016,15,6
5264,IndiGo,Delhi,Cochin,1 stop,5298,1,4
5265,Vistara,Banglore,Delhi,non-stop,4878,21,5
5266,Jet Airways,Delhi,Cochin,1 stop,10262,24,6
5267,IndiGo,Kolkata,Banglore,1 stop,4176,12,5
5268,IndiGo,Delhi,Cochin,1 stop,5883,15,6
5269,Multiple carriers,Delhi,Cochin,1 stop,12717,6,6
5270,IndiGo,Chennai,Kolkata,non-stop,3850,12,5
5271,IndiGo,Chennai,Kolkata,non-stop,3597,27,5
5272,SpiceJet,Mumbai,Hyderabad,non-stop,2175,9,5
5273,Air Asia,Banglore,Delhi,non-stop,7080,12,4
5274,Jet Airways,Kolkata,Banglore,1 stop,8849,1,4
5275,Jet Airways,Kolkata,Banglore,1 stop,9899,12,6
5276,Vistara,Banglore,Delhi,non-stop,4878,15,6
5277,Multiple carriers,Delhi,Cochin,1 stop,7787,9,5
5278,SpiceJet,Chennai,Kolkata,non-stop,3597,3,5
5279,GoAir,Delhi,Cochin,1 stop,5281,1,4
5280,Vistara,Kolkata,Banglore,1 stop,9345,15,5
5281,IndiGo,Delhi,Cochin,1 stop,6442,24,6
5282,IndiGo,Delhi,Cochin,1 stop,6838,6,6
5283,SpiceJet,Chennai,Kolkata,non-stop,3597,3,6
5284,SpiceJet,Mumbai,Hyderabad,non-stop,3173,21,3
5285,Multiple carriers,Delhi,Cochin,1 stop,13377,3,6
5286,Jet Airways,Kolkata,Banglore,1 stop,9314,9,5
5287,Multiple carriers,Delhi,Cochin,1 stop,9856,9,3
5288,Air India,Delhi,Cochin,1 stop,8372,21,5
5289,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
5290,IndiGo,Kolkata,Banglore,non-stop,4804,1,5
5291,Jet Airways,Delhi,Cochin,2 stops,13029,27,5
5292,IndiGo,Delhi,Cochin,1 stop,7640,24,5
5293,Jet Airways,Banglore,New Delhi,1 stop,22270,1,3
5294,Air India,Banglore,Delhi,non-stop,4441,1,4
5295,Jet Airways,Delhi,Cochin,1 stop,12898,27,5
5296,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
